#M_p, a_p, am_o, am_f, em_o, max em, em_dot, sim_time, sim_time/P_p, stab_flag (0 = stable), done_flag (0 = done)
1.68,0.113,8.6519,20.2079,0.0000,0.1125,4.4061e-01,3.4600e+05,4.3684e+06,-1,0
0.89,0.134,8.6519,19.4704,0.0000,0.1028,4.3613e-01,1.8500e+05,1.8087e+06,-1,0
1.11,0.083,8.6519,12.9476,0.0000,0.0899,2.3913e-01,1.2000e+04,2.4067e+05,-1,0
1.22,0.149,8.6519,24.0485,0.0000,0.1013,4.6627e-01,8.5800e+05,7.1544e+06,-1,0
1.13,0.115,8.6519,18.0168,0.0000,0.0956,3.9192e-01,1.2200e+05,1.5003e+06,-1,0
1.50,0.131,8.6519,22.6189,0.0000,0.0975,4.7291e-01,6.7900e+05,6.8679e+06,-1,0
0.87,0.151,8.6519,21.7048,0.0000,0.0997,4.2652e-01,3.7400e+05,3.0568e+06,-1,0
0.88,0.146,8.6519,21.1677,0.0000,0.1041,4.4262e-01,3.0200e+05,2.5962e+06,-1,0
1.31,0.089,8.6519,14.8405,0.0000,0.0950,3.3771e-01,3.7000e+04,6.6831e+05,-1,0
0.99,0.152,8.6519,22.8011,0.0000,0.0945,4.6094e-01,5.6800e+05,4.5967e+06,-1,0
1.76,0.113,8.6519,20.5580,0.0000,0.0959,4.2977e-01,3.8800e+05,4.8987e+06,-1,0
1.54,0.128,8.6519,22.2789,0.0000,0.1028,4.5496e-01,6.1200e+05,6.4091e+06,-1,0
1.51,0.105,8.6519,18.1201,0.0000,0.1090,4.4309e-01,1.7200e+05,2.4244e+06,-1,0
1.49,0.101,8.6519,17.3499,0.0000,0.1112,3.7682e-01,1.1500e+05,1.7182e+06,-1,0
1.39,0.133,8.6519,22.3197,0.0000,0.1068,4.5945e-01,5.7200e+05,5.6556e+06,-1,0
0.99,0.104,8.6519,15.6425,0.0000,0.0905,3.3616e-01,4.1000e+04,5.8627e+05,-1,0
1.46,0.177,8.6519,30.2426,0.0000,0.0842,4.5337e-01,4.3510e+06,2.8022e+07,-1,0
1.12,0.091,8.6519,14.3372,0.0000,0.0882,2.6904e-01,2.5000e+04,4.3676e+05,-1,0
1.64,0.149,8.6519,26.4584,0.0000,0.0960,4.6612e-01,2.1490e+06,1.7919e+07,-1,0
1.14,0.142,8.6519,22.3210,0.0000,0.0990,4.5420e-01,5.2200e+05,4.6784e+06,-1,0
1.97,0.116,8.6519,21.9619,0.0000,0.3964,5.5459e-01,4.8400e+05,5.8752e+06,-1,0
1.28,0.114,8.6519,18.6481,0.0000,0.0951,4.1689e-01,1.5900e+05,1.9811e+06,-1,0
1.93,0.150,8.6519,28.1077,0.0000,0.0991,4.5219e-01,3.6160e+06,2.9851e+07,-1,0
1.65,0.151,8.6519,26.8832,0.0000,0.0978,4.5728e-01,2.3290e+06,1.9036e+07,-1,0
1.02,0.100,8.6519,15.2361,0.0000,0.0939,3.3620e-01,3.5000e+04,5.3080e+05,-1,0
1.97,0.128,8.6519,24.1679,0.0000,0.0944,4.5243e-01,1.3430e+06,1.4065e+07,-1,0
1.02,0.155,8.6519,23.5892,0.0000,0.1092,4.3466e-01,7.0700e+05,5.5563e+06,-1,0
1.46,0.130,8.6519,22.2575,0.0000,0.0984,4.3845e-01,6.0500e+05,6.1902e+06,-1,0
1.76,0.106,8.6519,19.2456,0.0000,0.0902,4.1958e-01,2.5200e+05,3.5019e+06,-1,0
1.42,0.097,8.6519,16.4190,0.0000,0.0949,3.8193e-01,8.3000e+04,1.3176e+06,-1,0
0.81,0.119,8.6519,16.7198,0.0000,0.0848,4.6992e-01,6.4000e+04,7.4769e+05,-1,0
1.27,0.164,8.6519,26.7584,0.0000,0.0990,4.7561e-01,1.8820e+06,1.3590e+07,-1,0
1.64,0.097,8.6519,17.3260,0.0000,0.1170,4.2912e-01,1.2800e+05,2.0320e+06,-1,0
1.40,0.111,8.6519,18.7285,0.0000,0.1095,4.1733e-01,1.8600e+05,2.4121e+06,-1,0
0.81,0.142,8.6519,19.9493,0.0000,0.0897,4.5532e-01,1.9500e+05,1.7477e+06,-1,0
1.81,0.115,8.6519,21.1619,0.0000,0.1058,4.2570e-01,4.8700e+05,5.9889e+06,-1,0
1.88,0.089,8.6519,16.6081,0.0000,0.1003,3.7556e-01,9.4000e+04,1.6979e+06,-1,0
0.94,0.140,8.6519,20.6795,0.0000,0.0962,4.5016e-01,2.7300e+05,2.4994e+06,-1,0
1.92,0.081,8.6519,15.1734,0.0000,0.1086,3.5773e-01,5.8000e+04,1.2066e+06,-1,0
1.73,0.159,8.6519,28.7340,0.0000,0.0900,4.6444e-01,3.8100e+06,2.8820e+07,-1,0
1.52,0.103,8.6519,17.8606,0.0000,0.0918,4.5628e-01,1.4200e+05,2.0601e+06,-1,0
1.11,0.148,8.6519,23.0990,0.0000,0.0915,4.3869e-01,6.2700e+05,5.2813e+06,-1,0
0.96,0.160,8.6519,23.8175,0.0000,0.1061,4.4730e-01,7.2900e+05,5.4628e+06,-1,0
1.94,0.092,8.6519,17.3196,0.0000,0.1002,4.0614e-01,1.4300e+05,2.4576e+06,-1,0
1.74,0.082,8.6519,15.2337,0.0000,0.1104,3.4420e-01,5.1000e+04,1.0416e+06,-1,0
1.36,0.109,8.6519,18.3860,0.0000,0.0964,4.4606e-01,1.4800e+05,1.9724e+06,-1,0
1.43,0.133,8.6519,22.6282,0.0000,0.1216,4.2935e-01,6.4200e+05,6.3478e+06,-1,0
1.44,0.165,8.6519,28.3057,0.0000,0.3920,5.4968e-01,2.1740e+06,1.5556e+07,-1,0
1.98,0.108,8.6519,20.4208,0.0000,0.1101,4.3448e-01,4.0800e+05,5.5130e+06,-1,0
1.92,0.132,8.6519,24.8320,0.0000,0.1015,4.6040e-01,1.5020e+06,1.5020e+07,-1,0
1.21,0.162,8.6519,26.0176,0.0000,0.1012,4.6726e-01,1.4940e+06,1.0989e+07,-1,0
1.53,0.087,8.6519,15.4603,0.0000,0.1196,3.1377e-01,5.0000e+04,9.3445e+05,-1,0
1.02,0.153,8.6519,23.1844,0.0000,0.1045,4.3769e-01,6.1100e+05,4.8963e+06,-1,0
1.06,0.097,8.6519,15.1110,0.0000,0.0860,3.6578e-01,3.6000e+04,5.7149e+05,-1,0
1.99,0.161,8.6519,30.4571,0.0000,0.0796,4.5698e-01,5.6990e+06,4.2308e+07,-1,0
1.85,0.167,8.6519,30.9199,0.0000,0.0795,4.5991e-01,5.5130e+06,3.8742e+07,-1,0
1.53,0.177,8.6519,30.7455,0.0000,0.4058,5.8297e-01,4.2560e+06,2.7410e+07,-1,0
1.73,0.164,8.6519,29.6526,0.0000,0.3416,5.5590e-01,3.4740e+06,2.5086e+07,-1,0
0.94,0.132,8.6519,19.5943,0.0000,0.0958,4.2458e-01,1.9700e+05,1.9700e+06,-1,0
1.88,0.142,8.6519,26.3949,0.0000,0.3987,5.3903e-01,1.6920e+06,1.5165e+07,-1,0
1.30,0.171,8.6519,28.0638,0.0000,0.0935,4.6339e-01,2.6260e+06,1.7810e+07,-1,0
1.86,0.148,8.6519,27.4990,0.0000,0.0986,4.4911e-01,2.9570e+06,2.4907e+07,-1,0
1.96,0.148,8.6519,27.8584,0.0000,0.0903,4.5252e-01,3.3900e+06,2.8554e+07,-1,0
1.93,0.145,8.6519,27.1499,0.0000,0.0886,4.4687e-01,2.7590e+06,2.3964e+07,-1,0
2.00,0.126,8.6519,23.9465,0.0000,0.0995,4.4266e-01,1.2260e+06,1.3146e+07,-1,0
1.16,0.180,8.6519,28.4987,0.0000,0.0981,4.5716e-01,2.8420e+06,1.7848e+07,-1,0
1.05,0.149,8.6519,22.7778,0.0000,0.1019,5.1555e-01,5.8800e+05,4.9030e+06,-1,0
1.00,0.103,8.6519,16.2120,0.0000,0.1187,4.0413e-01,4.9000e+04,7.1089e+05,-1,0
1.38,0.119,8.6519,20.0872,0.0000,0.0968,4.1512e-01,2.7900e+05,3.2595e+06,-1,0
1.24,0.133,8.6519,21.6618,0.0000,0.1050,4.1790e-01,4.3200e+05,4.2714e+06,-1,0
1.68,0.098,8.6519,17.5363,0.0000,0.1017,4.5421e-01,1.4200e+05,2.2198e+06,-1,0
0.90,0.099,8.6519,14.5764,0.0000,0.1071,3.8297e-01,2.5000e+04,3.8490e+05,-1,0
1.71,0.158,8.6519,28.5458,0.0000,0.3936,5.4632e-01,2.6560e+06,2.0282e+07,-1,0
1.02,0.119,8.6519,18.0472,0.0000,0.0957,3.7250e-01,1.1500e+05,1.3435e+06,-1,0
1.10,0.092,8.6519,14.4873,0.0000,0.2213,3.0523e-01,3.1000e+04,5.3278e+05,-1,0
1.30,0.139,8.6519,22.8184,0.0000,0.1012,4.5171e-01,6.4100e+05,5.9320e+06,-1,0
1.68,0.112,8.6519,20.1667,0.0000,0.0996,4.1094e-01,3.3100e+05,4.2351e+06,-1,0
0.81,0.115,8.6519,16.5201,0.0000,0.0927,3.7482e-01,5.3000e+04,6.5177e+05,-1,0
1.17,0.154,8.6519,24.5569,0.0000,0.1000,4.4178e-01,9.8100e+05,7.7849e+06,-1,0
1.17,0.087,8.6519,13.9230,0.0000,0.0907,3.8298e-01,2.2000e+04,4.1116e+05,-1,0
0.92,0.180,8.6519,26.4182,0.0000,0.0978,4.4850e-01,1.4440e+06,9.0682e+06,-1,0
1.38,0.161,8.6519,26.9760,0.0000,0.0901,4.7378e-01,2.0750e+06,1.5404e+07,-1,0
1.36,0.148,8.6519,24.7479,0.0000,0.3979,5.2130e-01,8.8400e+05,7.4460e+06,-1,0
0.92,0.157,8.6519,23.0471,0.0000,0.1105,4.3120e-01,5.8100e+05,4.4791e+06,-1,0
1.19,0.178,8.6519,28.3820,0.0000,0.0993,4.5684e-01,2.8030e+06,1.7900e+07,-1,0
1.48,0.148,8.6519,25.4285,0.0000,0.1008,4.6596e-01,1.4390e+06,1.2121e+07,-1,0
1.39,0.145,8.6519,24.7756,0.0000,0.3567,5.1470e-01,8.1000e+05,7.0355e+06,-1,0
1.00,0.086,8.6519,13.0548,0.0000,0.0916,2.1937e-01,1.2000e+04,2.2819e+05,-1,0
1.70,0.116,8.6519,20.8456,0.0000,0.0978,4.2593e-01,4.2100e+05,5.1104e+06,-1,0
1.85,0.109,8.6519,20.1612,0.0000,0.0959,4.2513e-01,3.6500e+05,4.8643e+06,-1,0
1.41,0.170,8.6519,28.7588,0.0000,0.0930,4.4985e-01,3.3240e+06,2.2743e+07,-1,0
1.32,0.175,8.6519,28.8790,0.0000,0.0921,4.5795e-01,3.3010e+06,2.1625e+07,-1,0
1.14,0.096,8.6519,15.2525,0.0000,0.0993,5.0419e-01,3.8000e+04,6.1269e+05,-1,0
1.67,0.088,8.6519,15.7068,0.0000,0.0988,3.1990e-01,6.3000e+04,1.1574e+06,-1,0
1.49,0.099,8.6519,17.0714,0.0000,0.0960,4.1747e-01,9.9000e+04,1.5242e+06,-1,0
0.81,0.127,8.6519,17.8386,0.0000,0.0994,4.5359e-01,9.6000e+04,1.0173e+06,-1,0
1.25,0.116,8.6519,18.8099,0.0000,0.0986,4.0535e-01,1.7100e+05,2.0757e+06,-1,0
1.53,0.136,8.6519,23.5748,0.0000,0.1002,4.5843e-01,9.2600e+05,8.8546e+06,-1,0
1.92,0.149,8.6519,27.8985,0.0000,0.0958,4.5523e-01,3.3730e+06,2.8126e+07,-1,0
1.33,0.147,8.6519,24.3539,0.0000,0.0938,4.4809e-01,1.0190e+06,8.6709e+06,-1,0
1.25,0.126,8.6519,20.4211,0.0000,0.1032,4.6029e-01,3.0200e+05,3.2383e+06,-1,0
1.95,0.150,8.6519,28.2069,0.0000,0.0923,4.5242e-01,3.7750e+06,3.1163e+07,-1,0
1.21,0.091,8.6519,14.8243,0.0000,0.1101,3.2092e-01,3.2000e+04,5.5905e+05,-1,0
1.83,0.166,8.6519,30.5479,0.0000,0.0785,4.6189e-01,5.2790e+06,3.7433e+07,-1,0
1.92,0.119,8.6519,22.6459,0.0000,0.4482,5.3056e-01,5.5400e+05,6.4722e+06,-1,0
0.82,0.163,8.6519,22.9673,0.0000,0.1010,4.5398e-01,5.3400e+05,3.8916e+06,-1,0
1.69,0.123,8.6519,22.0911,0.0000,0.0996,4.3714e-01,6.1500e+05,6.8372e+06,-1,0
1.03,0.083,8.6519,12.6312,0.0000,0.0961,2.0757e-01,9.6000e+03,1.9254e+05,-1,0
1.19,0.146,8.6519,23.2696,0.0000,0.0961,4.4185e-01,6.8900e+05,5.9232e+06,-1,0
0.81,0.105,8.6519,14.9230,0.0000,0.1045,4.1018e-01,3.0000e+04,4.2286e+05,-1,0
1.89,0.165,8.6519,30.7403,0.0000,0.0803,4.4735e-01,5.5350e+06,3.9606e+07,-1,0
1.12,0.107,8.6519,16.8288,0.0000,0.1096,3.9466e-01,8.3000e+04,1.1373e+06,-1,0
1.38,0.148,8.6519,24.8162,0.0000,0.0946,4.5611e-01,1.1850e+06,9.9814e+06,-1,0
2.00,0.099,8.6519,18.8244,0.0000,0.1025,4.1488e-01,2.4400e+05,3.7567e+06,-1,0
1.50,0.106,8.6519,18.4785,0.0000,0.1029,4.5814e-01,1.7200e+05,2.3902e+06,-1,0
1.39,0.080,8.6519,13.5659,0.0000,0.0984,2.5565e-01,2.0000e+04,4.2390e+05,-1,0
1.02,0.082,8.6519,12.6598,0.0000,0.1007,2.7286e-01,9.2000e+03,1.8790e+05,-1,0
1.04,0.116,8.6519,17.7270,0.0000,0.1077,4.3144e-01,1.0600e+05,1.2867e+06,-1,0
0.86,0.169,8.6519,24.2208,0.0000,0.1060,4.4368e-01,7.8600e+05,5.4257e+06,-1,0
1.03,0.176,8.6519,26.7317,0.0000,0.0996,4.5061e-01,1.7330e+06,1.1256e+07,-1,0
1.18,0.118,8.6519,18.8358,0.0000,0.0960,4.2057e-01,1.6600e+05,1.9640e+06,-1,0
0.80,0.102,8.6519,14.5390,0.0000,0.1029,3.4748e-01,2.3000e+04,3.3860e+05,-1,0
1.35,0.096,8.6519,16.1304,0.0000,0.0873,3.7424e-01,6.1000e+04,9.8353e+05,-1,0
1.03,0.151,8.6519,22.9365,0.0000,0.1037,4.4409e-01,6.0300e+05,4.9285e+06,-1,0
1.42,0.153,8.6519,25.8615,0.0000,0.0960,4.4122e-01,1.5720e+06,1.2597e+07,-1,0
1.42,0.174,8.6519,29.4113,0.0000,0.0850,4.6102e-01,3.8920e+06,2.5717e+07,-1,0
0.85,0.156,8.6519,22.2255,0.0000,0.0930,4.5849e-01,4.3000e+05,3.3469e+06,-1,0
1.44,0.158,8.6519,26.8451,0.0000,0.0998,4.6735e-01,2.1040e+06,1.6067e+07,-1,0
1.24,0.087,8.6519,14.7488,0.0000,0.1282,3.1053e-01,2.9000e+04,5.4198e+05,-1,0
1.30,0.115,8.6519,18.8862,0.0000,0.0949,4.5280e-01,1.7400e+05,2.1398e+06,-1,0
1.00,0.126,8.6519,19.1281,0.0000,0.1138,4.6889e-01,1.7000e+05,1.8229e+06,-1,0
0.82,0.082,8.6519,11.5505,0.0000,0.0887,3.7627e-02,4.4000e+03,8.9866e+04,-1,0
1.70,0.082,8.6519,14.8688,0.0000,0.0932,2.8343e-01,4.3000e+04,8.7824e+05,-1,0
0.96,0.117,8.6519,17.3711,0.0000,0.1084,4.1366e-01,8.8000e+04,1.0546e+06,-1,0
0.91,0.154,8.6519,22.5139,0.0000,0.1082,4.5186e-01,5.1900e+05,4.1186e+06,-1,0
1.96,0.159,8.6519,29.9983,0.0000,0.0825,4.5146e-01,5.3840e+06,4.0726e+07,-1,0
1.58,0.098,8.6519,17.2501,0.0000,0.1029,4.1884e-01,1.1300e+05,1.7665e+06,-1,0
1.21,0.173,8.6519,27.7289,0.0000,0.0967,4.5934e-01,2.3480e+06,1.5649e+07,-1,0
1.19,0.161,8.6519,25.7192,0.0000,0.0961,4.6298e-01,1.3740e+06,1.0200e+07,-1,0
1.12,0.142,8.6519,22.2511,0.0000,0.1037,4.5180e-01,4.9100e+05,4.4006e+06,-1,0
1.68,0.086,8.6519,15.4599,0.0000,0.1014,3.6619e-01,5.9000e+04,1.1219e+06,-1,0
1.04,0.156,8.6519,23.7736,0.0000,0.1083,4.6726e-01,7.6700e+05,5.9700e+06,-1,0
1.56,0.167,8.6519,29.1905,0.0000,0.3662,5.5139e-01,2.9550e+06,2.0766e+07,-1,0
1.24,0.159,8.6519,25.9264,0.0000,0.3678,5.4168e-01,1.1000e+06,8.3207e+06,-1,0
1.95,0.088,8.6519,16.5565,0.0000,0.1032,3.5567e-01,1.0400e+05,1.9106e+06,-1,0
1.66,0.100,8.6519,17.8584,0.0000,0.0961,4.0219e-01,1.5100e+05,2.2900e+06,-1,0
1.52,0.160,8.6519,27.7046,0.0000,0.0993,4.6424e-01,2.6870e+06,2.0135e+07,-1,0
1.40,0.174,8.6519,29.3264,0.0000,0.4086,5.7030e-01,2.9010e+06,1.9168e+07,-1,0
1.56,0.091,8.6519,15.9249,0.0000,0.1135,3.6934e-01,6.8000e+04,1.1880e+06,-1,0
0.82,0.083,8.6519,11.7274,0.0000,0.0905,1.7997e-01,4.6000e+03,9.2258e+04,-1,0
1.89,0.119,8.6519,22.3271,0.0000,0.1039,4.1956e-01,7.0600e+05,8.2480e+06,-1,0
1.37,0.116,8.6519,19.3792,0.0000,0.1020,4.3853e-01,2.2600e+05,2.7434e+06,-1,0
0.93,0.143,8.6519,21.0569,0.0000,0.0991,4.2942e-01,3.0200e+05,2.6783e+06,-1,0
0.99,0.168,8.6519,25.1906,0.0000,0.0948,4.5336e-01,1.0970e+06,7.6402e+06,-1,0
1.46,0.094,8.6519,16.0361,0.0000,0.1116,3.5608e-01,7.3000e+04,1.2148e+06,-1,0
1.00,0.166,8.6519,25.0457,0.0000,0.1018,4.8035e-01,1.0700e+06,7.5873e+06,-1,0
0.97,0.087,8.6519,13.5992,0.0000,0.0937,2.9706e-01,1.4000e+04,2.6165e+05,-1,0
1.07,0.102,8.6519,15.9478,0.0000,0.0927,3.8124e-01,4.8000e+04,7.0665e+05,-1,0
1.86,0.108,8.6519,20.0126,0.0000,0.0936,4.3886e-01,3.4000e+05,4.5942e+06,-1,0
0.99,0.175,8.6519,26.2424,0.0000,0.0951,4.5627e-01,1.4700e+06,9.6300e+06,-1,0
1.17,0.097,8.6519,15.4044,0.0000,0.1066,3.3493e-01,4.2000e+04,6.6674e+05,-1,0
1.12,0.161,8.6519,25.3200,0.0000,0.0939,4.5633e-01,1.1700e+06,8.6858e+06,-1,0
0.98,0.179,8.6519,26.8162,0.0000,0.0964,4.4705e-01,1.6660e+06,1.0550e+07,-1,0
1.06,0.133,8.6519,20.4803,0.0000,0.1059,4.2341e-01,2.7100e+05,2.6795e+06,-1,0
1.64,0.093,8.6519,16.5683,0.0000,0.0985,4.4266e-01,9.3000e+04,1.5726e+06,-1,0
1.50,0.157,8.6519,27.0310,0.0000,0.1034,4.6927e-01,2.3040e+06,1.7762e+07,-1,0
1.46,0.151,8.6519,25.8413,0.0000,0.1050,4.4718e-01,1.5940e+06,1.3028e+07,-1,0
0.98,0.090,8.6519,13.5480,0.0000,0.0968,3.0485e-01,1.5000e+04,2.6644e+05,-1,0
1.27,0.114,8.6519,18.5707,0.0000,0.0931,4.4641e-01,1.6400e+05,2.0434e+06,-1,0
0.81,0.172,8.6519,24.1193,0.0000,0.0941,4.5086e-01,7.1400e+05,4.8003e+06,-1,0
0.98,0.111,8.6519,16.6247,0.0000,0.1246,3.7201e-01,6.9000e+04,8.9481e+05,-1,0
1.34,0.168,8.6519,27.8936,0.0000,0.0927,4.5815e-01,2.5760e+06,1.7941e+07,-1,0
1.31,0.172,8.6519,28.3728,0.0000,0.0925,4.5782e-01,2.8650e+06,1.9262e+07,-1,0
1.39,0.152,8.6519,25.5249,0.0000,0.1001,4.5653e-01,1.4620e+06,1.1832e+07,-1,0
0.93,0.154,8.6519,22.9117,0.0000,0.1105,4.3052e-01,5.5200e+05,4.3805e+06,-1,0
1.76,0.143,8.6519,26.2193,0.0000,0.3801,5.3965e-01,1.4530e+06,1.2886e+07,-1,0
1.40,0.110,8.6519,18.7810,0.0000,0.0994,4.2765e-01,1.7700e+05,2.3267e+06,-1,0
0.88,0.177,8.6519,25.6058,0.0000,0.1028,4.6258e-01,1.1610e+06,7.4772e+06,-1,0
1.39,0.128,8.6519,21.5086,0.0000,0.0918,4.3685e-01,4.4700e+05,4.6812e+06,-1,0
0.94,0.166,8.6519,24.4813,0.0000,0.0987,4.3746e-01,8.8000e+05,6.2400e+06,-1,0
1.79,0.111,8.6519,20.2759,0.0000,0.0990,4.1746e-01,3.4700e+05,4.5000e+06,-1,0
0.86,0.105,8.6519,15.1033,0.0000,0.0881,3.7128e-01,3.2000e+04,4.5106e+05,-1,0
1.59,0.094,8.6519,16.6153,0.0000,0.0886,4.5474e-01,9.1000e+04,1.5143e+06,-1,0
1.80,0.165,8.6519,30.2253,0.0000,0.0813,4.5187e-01,5.1340e+06,3.6736e+07,-1,0
1.69,0.109,8.6519,19.8050,0.0000,0.0953,4.1565e-01,2.8600e+05,3.8114e+06,-1,0
1.36,0.162,8.6519,27.0567,0.0000,0.0936,4.5095e-01,2.1330e+06,1.5689e+07,-1,0
1.65,0.147,8.6519,26.1324,0.0000,0.0969,4.4990e-01,1.9410e+06,1.6516e+07,-1,0
0.95,0.086,8.6519,13.0625,0.0000,0.1092,2.8377e-01,1.2000e+04,2.2819e+05,-1,0
1.62,0.148,8.6519,26.1760,0.0000,0.0939,4.4156e-01,1.8550e+06,1.5625e+07,-1,0
1.89,0.138,8.6519,25.7026,0.0000,0.0994,4.5874e-01,1.9250e+06,1.8008e+07,-1,0
0.82,0.147,8.6519,21.0078,0.0000,0.0986,4.4340e-01,2.7700e+05,2.3570e+06,-1,0
1.90,0.101,8.6519,18.8343,0.0000,0.1016,4.3465e-01,2.5300e+05,3.7801e+06,-1,0
1.21,0.122,8.6519,19.5574,0.0000,0.0967,4.1500e-01,2.1300e+05,2.3972e+06,-1,0
1.12,0.088,8.6519,14.1141,0.0000,0.2225,3.4905e-01,2.4000e+04,4.4091e+05,-1,0
0.86,0.103,8.6519,14.8210,0.0000,0.0979,3.1744e-01,2.7000e+04,3.9172e+05,-1,0
1.41,0.157,8.6519,26.4811,0.0000,0.3959,5.5554e-01,1.4580e+06,1.1240e+07,-1,0
1.14,0.177,8.6519,27.8327,0.0000,0.0900,4.3790e-01,2.3560e+06,1.5173e+07,-1,0
1.81,0.081,8.6519,14.9600,0.0000,0.1448,3.6812e-01,5.4000e+04,1.1234e+06,-1,0
1.76,0.149,8.6519,27.0578,0.0000,0.0990,4.5918e-01,2.5620e+06,2.1363e+07,-1,0
1.20,0.122,8.6519,19.5299,0.0000,0.0873,4.0667e-01,2.0900e+05,2.3522e+06,-1,0
1.55,0.143,8.6519,24.9385,0.0000,0.0965,4.4902e-01,1.3430e+06,1.1911e+07,-1,0
1.23,0.168,8.6519,27.0827,0.0000,0.3691,5.4326e-01,1.5460e+06,1.0767e+07,-1,0
1.10,0.131,8.6519,20.3807,0.0000,0.0960,4.0079e-01,2.7100e+05,2.7411e+06,-1,0
1.88,0.094,8.6519,17.8014,0.0000,0.1053,4.4265e-01,1.5500e+05,2.5793e+06,-1,0
1.64,0.162,8.6519,28.7472,0.0000,0.0931,4.4887e-01,3.6620e+06,2.6935e+07,-1,0
1.96,0.161,8.6519,30.3356,0.0000,0.0804,4.5926e-01,5.5860e+06,4.1469e+07,-1,0
1.47,0.106,8.6519,18.1668,0.0000,0.0926,3.6628e-01,1.4700e+05,2.0428e+06,-1,0
1.81,0.086,8.6519,15.9700,0.0000,0.1209,3.6462e-01,7.9000e+04,1.5023e+06,-1,0
1.14,0.112,8.6519,17.6326,0.0000,0.0977,3.8786e-01,1.0800e+05,1.3818e+06,-1,0
0.88,0.099,8.6519,14.5785,0.0000,0.0839,3.2375e-01,2.5000e+04,3.8490e+05,-1,0
1.93,0.180,8.6519,33.7911,0.0000,0.0810,4.7498e-01,7.0720e+06,4.4412e+07,-1,0
0.84,0.082,8.6519,11.6892,0.0000,0.0893,2.9698e-01,5.0000e+03,1.0212e+05,-1,0
1.83,0.168,8.6519,30.9709,0.0000,0.0791,4.5727e-01,5.4870e+06,3.8215e+07,-1,0
1.62,0.155,8.6519,27.4187,0.0000,0.0941,4.4854e-01,2.6630e+06,2.0928e+07,-1,0
1.10,0.159,8.6519,24.6848,0.0000,0.1073,4.5095e-01,1.0270e+06,7.7685e+06,-1,0
1.14,0.146,8.6519,23.2019,0.0000,0.1030,4.6094e-01,6.4900e+05,5.5793e+06,-1,0
1.77,0.114,8.6519,20.8834,0.0000,0.1005,4.6817e-01,4.4200e+05,5.5072e+06,-1,0
1.61,0.111,8.6519,19.7049,0.0000,0.0965,4.6425e-01,2.8200e+05,3.6570e+06,-1,0
1.05,0.179,8.6519,27.3620,0.0000,0.1084,4.8318e-01,2.0170e+06,1.2773e+07,-1,0
1.41,0.152,8.6519,25.6694,0.0000,0.3748,5.1881e-01,1.1550e+06,9.3472e+06,-1,0
1.75,0.109,8.6519,19.7753,0.0000,0.0979,4.1704e-01,3.0400e+05,4.0513e+06,-1,0
1.06,0.112,8.6519,17.2286,0.0000,0.1171,4.3525e-01,9.6000e+04,1.2283e+06,-1,0
1.71,0.085,8.6519,15.3947,0.0000,0.0998,3.1750e-01,5.3000e+04,1.0257e+06,-1,0
1.57,0.093,8.6519,16.2989,0.0000,0.1057,4.7456e-01,7.7000e+04,1.3021e+06,-1,0
1.85,0.118,8.6519,21.8333,0.0000,0.1014,4.4087e-01,5.9800e+05,7.0753e+06,-1,0
1.52,0.158,8.6519,27.3289,0.0000,0.3586,5.2522e-01,1.8350e+06,1.4012e+07,-1,0
1.82,0.097,8.6519,17.8778,0.0000,0.1145,4.2084e-01,1.6400e+05,2.6035e+06,-1,0
1.81,0.084,8.6519,15.3984,0.0000,0.1113,3.7868e-01,6.0000e+04,1.1819e+06,-1,0
1.81,0.099,8.6519,18.2314,0.0000,0.0911,3.7032e-01,1.8900e+05,2.9099e+06,-1,0
1.63,0.158,8.6519,27.9830,0.0000,0.0882,4.5087e-01,2.9870e+06,2.2809e+07,-1,0
1.43,0.147,8.6519,24.9575,0.0000,0.0961,4.4335e-01,1.2910e+06,1.0985e+07,-1,0
1.21,0.171,8.6519,27.4187,0.0000,0.0969,4.5258e-01,2.2150e+06,1.5023e+07,-1,0
0.91,0.099,8.6519,14.4397,0.0000,0.1004,3.5557e-01,2.7000e+04,4.1570e+05,-1,0
0.89,0.155,8.6519,22.5460,0.0000,0.0986,4.5551e-01,4.7200e+05,3.7094e+06,-1,0
0.98,0.081,8.6519,12.1375,0.0000,0.1037,3.3372e-01,7.0000e+03,1.4562e+05,-1,0
1.56,0.090,8.6519,15.9311,0.0000,0.1033,3.7160e-01,6.5000e+04,1.1546e+06,-1,0
1.57,0.086,8.6519,15.1328,0.0000,0.1044,2.6888e-01,4.6000e+04,8.7473e+05,-1,0
1.26,0.162,8.6519,26.3686,0.0000,0.4213,5.5546e-01,1.3150e+06,9.6720e+06,-1,0
1.38,0.156,8.6519,26.2581,0.0000,0.0956,4.5818e-01,1.6970e+06,1.3209e+07,-1,0
1.90,0.178,8.6519,33.2868,0.0000,0.0836,4.6886e-01,6.7400e+06,4.3042e+07,-1,0
1.64,0.151,8.6519,26.8202,0.0000,0.0941,4.7394e-01,2.2630e+06,1.8496e+07,-1,0
1.66,0.164,8.6519,29.2045,0.0000,0.0926,4.6478e-01,4.1460e+06,2.9938e+07,-1,0
1.84,0.113,8.6519,21.0294,0.0000,0.1055,4.6284e-01,4.6500e+05,5.8708e+06,-1,0
1.79,0.085,8.6519,15.7328,0.0000,0.0952,3.9664e-01,6.6000e+04,1.2773e+06,-1,0
