#M_p, a_p, am_o, am_f, em_o, max em, em_dot, sim_time, sim_time/P_p, stab_flag (0 = stable), done_flag (0 = done)
1.81,0.156,8.6519,28.6203,0.0000,0.0963,4.4978e-01,3.8760e+06,3.0169e+07,-1,0
1.15,0.113,8.6519,17.9247,0.0000,0.0953,4.1208e-01,1.1800e+05,1.4898e+06,-1,0
1.06,0.154,8.6519,23.9439,0.0000,0.1050,4.6928e-01,7.7000e+05,6.1105e+06,-1,0
1.73,0.110,8.6519,19.8790,0.0000,0.0962,4.4870e-01,3.2200e+05,4.2328e+06,-1,0
1.99,0.138,8.6519,26.2651,0.0000,0.4309,5.6778e-01,1.6680e+06,1.5604e+07,-1,0
1.64,0.126,8.6519,22.3529,0.0000,0.1031,4.4646e-01,6.8100e+05,7.3022e+06,-1,0
1.25,0.085,8.6519,14.0922,0.0000,0.0881,2.1058e-01,2.2000e+04,4.2575e+05,-1,0
1.91,0.086,8.6519,16.1446,0.0000,0.0977,4.1381e-01,8.5000e+04,1.6163e+06,-1,0
1.43,0.177,8.6519,30.0051,0.0000,0.0816,4.5924e-01,4.1860e+06,2.6959e+07,-1,0
1.40,0.136,8.6519,23.0069,0.0000,0.0985,4.2788e-01,7.1000e+05,6.7891e+06,-1,0
1.45,0.104,8.6519,17.7928,0.0000,0.0968,4.0920e-01,1.2900e+05,1.8446e+06,-1,0
0.96,0.164,8.6519,24.3611,0.0000,0.1137,4.6093e-01,8.9700e+05,6.4772e+06,-1,0
1.05,0.161,8.6519,24.6955,0.0000,0.0973,4.4452e-01,9.7600e+05,7.2456e+06,-1,0
1.79,0.148,8.6519,27.0564,0.0000,0.0958,4.4953e-01,2.5770e+06,2.1706e+07,-1,0
1.30,0.180,8.6519,29.5891,0.0000,0.0870,4.6906e-01,3.6970e+06,2.3217e+07,-1,0
1.06,0.174,8.6519,26.7051,0.0000,0.0970,4.6021e-01,1.6930e+06,1.1187e+07,-1,0
1.07,0.126,8.6519,19.4352,0.0000,0.0965,4.1858e-01,2.0700e+05,2.2196e+06,-1,0
1.04,0.176,8.6519,26.8433,0.0000,0.1030,4.6109e-01,1.7470e+06,1.1347e+07,-1,0
1.58,0.136,8.6519,23.8598,0.0000,0.1076,4.3296e-01,9.7100e+05,9.2848e+06,-1,0
1.21,0.175,8.6519,28.1425,0.0000,0.0972,4.5987e-01,2.5700e+06,1.6836e+07,-1,0
1.71,0.151,8.6519,27.1799,0.0000,0.0956,4.4630e-01,2.5320e+06,2.0695e+07,-1,0
1.27,0.172,8.6519,28.0612,0.0000,0.0928,4.5972e-01,2.5930e+06,1.7433e+07,-1,0
0.94,0.171,8.6519,25.2656,0.0000,0.1022,4.6200e-01,1.0790e+06,7.3180e+06,-1,0
1.93,0.154,8.6519,28.9017,0.0000,0.0937,4.5536e-01,4.3640e+06,3.4631e+07,-1,0
1.58,0.113,8.6519,19.9497,0.0000,0.0991,4.0372e-01,2.8900e+05,3.6487e+06,-1,0
0.81,0.134,8.6519,18.9449,0.0000,0.0917,3.8331e-01,1.4000e+05,1.3688e+06,-1,0
1.07,0.161,8.6519,24.8434,0.0000,0.0932,4.4336e-01,1.0190e+06,7.5648e+06,-1,0
1.60,0.098,8.6519,17.2893,0.0000,0.1110,3.7496e-01,1.1600e+05,1.8134e+06,-1,0
1.67,0.178,8.6519,31.7559,0.0000,0.0800,4.6710e-01,5.4840e+06,3.5021e+07,-1,0
1.92,0.154,8.6519,28.8231,0.0000,0.0945,4.4037e-01,4.2760e+06,3.3933e+07,-1,0
1.59,0.134,8.6519,23.5853,0.0000,0.0878,4.4448e-01,9.5100e+05,9.2980e+06,-1,0
0.85,0.168,8.6519,23.9448,0.0000,0.0922,4.5281e-01,7.0500e+05,4.9101e+06,-1,0
1.28,0.160,8.6519,26.1342,0.0000,0.0964,4.4309e-01,1.5840e+06,1.1870e+07,-1,0
1.69,0.108,8.6519,19.5420,0.0000,0.0962,4.3084e-01,2.6800e+05,3.6213e+06,-1,0
1.89,0.143,8.6519,26.6112,0.0000,0.4011,5.4998e-01,1.8210e+06,1.6150e+07,-1,0
1.91,0.160,8.6519,29.9187,0.0000,0.0829,4.6237e-01,5.2560e+06,3.9386e+07,-1,0
1.32,0.138,8.6519,22.9425,0.0000,0.1036,4.5613e-01,6.6900e+05,6.2585e+06,-1,0
1.85,0.100,8.6519,18.5206,0.0000,0.0936,4.0872e-01,1.9500e+05,2.9573e+06,-1,0
1.37,0.165,8.6519,27.9350,0.0000,0.4077,5.5215e-01,1.8790e+06,1.3445e+07,-1,0
1.76,0.127,8.6519,23.0965,0.0000,0.0926,4.3708e-01,8.4200e+05,8.9222e+06,-1,0
0.85,0.131,8.6519,18.7844,0.0000,0.0962,4.4119e-01,1.3600e+05,1.3756e+06,-1,0
2.00,0.143,8.6519,27.1055,0.0000,0.3741,5.5413e-01,2.1430e+06,1.9006e+07,-1,0
1.86,0.091,8.6519,16.9087,0.0000,0.1111,4.0586e-01,1.1300e+05,1.9742e+06,-1,0
1.80,0.110,8.6519,20.1291,0.0000,0.1006,4.4749e-01,3.3500e+05,4.4037e+06,-1,0
1.84,0.120,8.6519,22.1534,0.0000,0.1034,4.3572e-01,6.9100e+05,7.9721e+06,-1,0
1.25,0.113,8.6519,18.3556,0.0000,0.1025,3.9500e-01,1.4700e+05,1.8559e+06,-1,0
0.91,0.104,8.6519,15.1856,0.0000,0.0981,3.1262e-01,3.5000e+04,5.0047e+05,-1,0
1.82,0.170,8.6519,31.3340,0.0000,0.3446,5.9390e-01,5.4240e+06,3.7112e+07,-1,0
1.63,0.153,8.6519,27.0786,0.0000,0.3604,5.2015e-01,1.8220e+06,1.4601e+07,-1,0
1.50,0.132,8.6519,22.7628,0.0000,0.1014,4.3479e-01,7.0600e+05,7.0600e+06,-1,0
1.71,0.130,8.6519,23.4213,0.0000,0.0905,4.4815e-01,9.1300e+05,9.3416e+06,-1,0
1.35,0.116,8.6519,19.3172,0.0000,0.1022,4.1297e-01,2.1000e+05,2.5492e+06,-1,0
1.22,0.116,8.6519,18.7545,0.0000,0.1007,4.4047e-01,1.6200e+05,1.9665e+06,-1,0
1.76,0.177,8.6519,32.1613,0.0000,0.0793,4.5060e-01,5.8750e+06,3.7837e+07,-1,0
0.90,0.159,8.6519,23.1946,0.0000,0.0992,4.4388e-01,5.8200e+05,4.4024e+06,-1,0
0.86,0.144,8.6519,20.6352,0.0000,0.1100,4.0431e-01,2.5300e+05,2.2204e+06,-1,0
1.09,0.134,8.6519,20.7633,0.0000,0.0974,4.3923e-01,3.0500e+05,2.9820e+06,-1,0
1.71,0.146,8.6519,26.2700,0.0000,0.1006,4.4755e-01,2.0210e+06,1.7374e+07,-1,0
1.99,0.123,8.6519,23.2765,0.0000,0.0937,4.5780e-01,1.0220e+06,1.1362e+07,-1,0
1.88,0.119,8.6519,22.1265,0.0000,0.1008,4.4150e-01,6.6000e+05,7.7106e+06,-1,0
1.44,0.107,8.6519,18.2436,0.0000,0.0957,4.2838e-01,1.5600e+05,2.1375e+06,-1,0
0.81,0.109,8.6519,15.4796,0.0000,0.1195,4.0518e-01,3.7000e+04,4.9309e+05,-1,0
1.94,0.167,8.6519,31.3669,0.0000,0.0795,4.6221e-01,5.9720e+06,4.1967e+07,-1,0
0.84,0.124,8.6519,17.6399,0.0000,0.1136,4.4571e-01,9.3000e+04,1.0214e+06,-1,0
1.59,0.081,8.6519,15.0380,0.0000,0.1440,3.9698e-01,3.7000e+04,7.6973e+05,-1,0
1.37,0.155,8.6519,25.9180,0.0000,0.0906,4.5488e-01,1.6020e+06,1.2590e+07,-1,0
0.91,0.140,8.6519,20.4182,0.0000,0.1021,4.4822e-01,2.5800e+05,2.3621e+06,-1,0
1.48,0.106,8.6519,18.2366,0.0000,0.0989,4.2316e-01,1.6300e+05,2.2651e+06,-1,0
1.78,0.141,8.6519,25.7702,0.0000,0.0934,4.4700e-01,1.8210e+06,1.6495e+07,-1,0
1.06,0.121,8.6519,18.5791,0.0000,0.0879,4.0818e-01,1.4000e+05,1.5952e+06,-1,0
1.28,0.120,8.6519,19.6616,0.0000,0.1040,3.9535e-01,2.3500e+05,2.7112e+06,-1,0
1.92,0.145,8.6519,27.1353,0.0000,0.0924,4.5149e-01,2.8060e+06,2.4372e+07,-1,0
1.26,0.131,8.6519,21.3338,0.0000,0.1098,4.5259e-01,4.0400e+05,4.0864e+06,-1,0
1.65,0.133,8.6519,23.6428,0.0000,0.0950,4.4447e-01,9.5300e+05,9.4228e+06,-1,0
1.58,0.129,8.6519,22.8249,0.0000,0.1074,4.6259e-01,7.2300e+05,7.4837e+06,-1,0
1.11,0.085,8.6519,13.3475,0.0000,0.1383,3.9677e-01,1.6000e+04,3.0964e+05,-1,0
1.38,0.126,8.6519,21.1222,0.0000,0.1002,4.1568e-01,4.0600e+05,4.3535e+06,-1,0
1.29,0.118,8.6519,19.5360,0.0000,0.0998,4.2358e-01,2.1800e+05,2.5793e+06,-1,0
0.85,0.097,8.6519,13.8640,0.0000,0.1036,2.7017e-01,1.7000e+04,2.6987e+05,-1,0
1.26,0.084,8.6519,13.7054,0.0000,0.0916,3.7090e-01,2.0000e+04,3.9398e+05,-1,0
1.54,0.163,8.6519,28.3226,0.0000,0.0983,4.5229e-01,3.2170e+06,2.3444e+07,-1,0
1.66,0.131,8.6519,23.4511,0.0000,0.1035,4.3323e-01,9.1500e+05,9.2550e+06,-1,0
0.91,0.128,8.6519,18.7700,0.0000,0.0905,4.4894e-01,1.4100e+05,1.4766e+06,-1,0
1.77,0.122,8.6519,22.2794,0.0000,0.0918,4.5318e-01,6.7800e+05,7.6305e+06,-1,0
1.48,0.180,8.6519,30.8586,0.0000,0.0813,4.6736e-01,4.6440e+06,2.9164e+07,-1,0
1.39,0.173,8.6519,29.0842,0.0000,0.0955,4.5678e-01,3.4980e+06,2.3314e+07,-1,0
1.82,0.141,8.6519,25.9175,0.0000,0.0923,4.4175e-01,1.9710e+06,1.7853e+07,-1,0
1.50,0.148,8.6519,25.5585,0.0000,0.0987,4.4416e-01,1.5210e+06,1.2812e+07,-1,0
1.93,0.092,8.6519,17.2283,0.0000,0.0975,4.1924e-01,1.2700e+05,2.1827e+06,-1,0
1.49,0.159,8.6519,27.3211,0.0000,0.0925,4.5873e-01,2.3890e+06,1.8071e+07,-1,0
1.66,0.177,8.6519,31.5186,0.0000,0.0796,4.5847e-01,5.3140e+06,3.4224e+07,-1,0
1.11,0.127,8.6519,19.9704,0.0000,0.0937,4.1489e-01,2.2800e+05,2.4160e+06,-1,0
1.69,0.170,8.6519,30.5200,0.0000,0.0789,4.5484e-01,4.9450e+06,3.3834e+07,-1,0
1.79,0.098,8.6519,18.0377,0.0000,0.0961,3.8044e-01,1.6800e+05,2.6262e+06,-1,0
1.39,0.170,8.6519,28.5354,0.0000,0.0954,4.4491e-01,3.1490e+06,2.1546e+07,-1,0
1.59,0.144,8.6519,25.3095,0.0000,0.0941,4.5394e-01,1.5020e+06,1.3182e+07,-1,0
1.37,0.150,8.6519,25.0542,0.0000,0.0977,4.6026e-01,1.2780e+06,1.0550e+07,-1,0
1.76,0.162,8.6519,29.5508,0.0000,0.3582,5.5526e-01,3.3940e+06,2.4963e+07,-1,0
1.11,0.141,8.6519,22.1224,0.0000,0.0925,4.5777e-01,4.6500e+05,4.2120e+06,-1,0
1.44,0.180,8.6519,30.5886,0.0000,0.0796,4.5578e-01,4.4160e+06,2.7732e+07,-1,0
1.60,0.143,8.6519,25.1807,0.0000,0.1040,4.4591e-01,1.4590e+06,1.2939e+07,-1,0
1.74,0.085,8.6519,15.4077,0.0000,0.0962,3.8484e-01,5.5000e+04,1.0644e+06,-1,0
1.36,0.178,8.6519,29.7182,0.0000,0.0852,4.6435e-01,3.8650e+06,2.4682e+07,-1,0
1.63,0.125,8.6519,22.1702,0.0000,0.1068,4.3073e-01,6.3900e+05,6.9343e+06,-1,0
1.15,0.152,8.6519,23.9812,0.0000,0.0924,4.4277e-01,8.2700e+05,6.6927e+06,-1,0
1.40,0.119,8.6519,20.1611,0.0000,0.0958,4.4806e-01,2.9300e+05,3.4230e+06,-1,0
1.11,0.172,8.6519,26.8376,0.0000,0.0913,4.6737e-01,1.7940e+06,1.2061e+07,-1,0
0.81,0.131,8.6519,18.4253,0.0000,0.0864,4.1855e-01,1.1400e+05,1.1531e+06,-1,0
0.82,0.112,8.6519,15.8184,0.0000,0.0894,4.3925e-01,4.2000e+04,5.3739e+05,-1,0
1.41,0.138,8.6519,23.2986,0.0000,0.1002,4.5393e-01,8.0200e+05,7.5027e+06,-1,0
1.76,0.097,8.6519,17.7783,0.0000,0.1176,4.0192e-01,1.4900e+05,2.3653e+06,-1,0
1.78,0.133,8.6519,24.2700,0.0000,0.0937,4.4065e-01,1.2160e+06,1.2023e+07,-1,0
1.36,0.103,8.6519,17.3898,0.0000,0.0990,3.9818e-01,1.0500e+05,1.5233e+06,-1,0
0.80,0.086,8.6519,12.0284,0.0000,0.0975,1.7371e-01,5.6000e+03,1.0649e+05,-1,0
1.49,0.140,8.6519,24.4709,0.0000,0.3936,5.3823e-01,7.8200e+05,7.1594e+06,-1,0
1.17,0.139,8.6519,22.1253,0.0000,0.1090,4.4311e-01,5.1700e+05,4.7845e+06,-1,0
1.73,0.160,8.6519,28.9963,0.0000,0.3439,5.6674e-01,2.9860e+06,2.2376e+07,-1,0
0.80,0.166,8.6519,23.2049,0.0000,0.0952,4.6432e-01,5.4800e+05,3.8858e+06,-1,0
1.76,0.163,8.6519,29.6283,0.0000,0.3596,5.4963e-01,3.5430e+06,2.5820e+07,-1,0
0.93,0.092,8.6519,13.7271,0.0000,0.0958,2.5473e-01,1.7000e+04,2.9217e+05,-1,0
0.85,0.150,8.6519,21.4120,0.0000,0.1020,4.7361e-01,3.4000e+05,2.8068e+06,-1,0
1.79,0.101,8.6519,18.4703,0.0000,0.0963,4.0386e-01,1.9200e+05,2.8687e+06,-1,0
1.72,0.151,8.6519,27.2219,0.0000,0.0969,4.5885e-01,2.6070e+06,2.1308e+07,-1,0
1.87,0.172,8.6519,31.9147,0.0000,0.0810,4.7185e-01,6.0040e+06,4.0366e+07,-1,0
1.75,0.108,8.6519,19.5900,0.0000,0.0959,4.4681e-01,2.8700e+05,3.8780e+06,-1,0
1.42,0.136,8.6519,23.0174,0.0000,0.1016,4.5509e-01,7.2000e+05,6.8847e+06,-1,0
0.80,0.104,8.6519,14.8099,0.0000,0.0875,3.0105e-01,2.6000e+04,3.7178e+05,-1,0
1.90,0.124,8.6519,23.1321,0.0000,0.0881,4.4453e-01,9.2700e+05,1.0181e+07,-1,0
1.57,0.138,8.6519,24.1791,0.0000,0.0925,4.4948e-01,1.0840e+06,1.0141e+07,-1,0
1.50,0.104,8.6519,17.9134,0.0000,0.0959,4.0067e-01,1.3700e+05,1.9590e+06,-1,0
1.15,0.096,8.6519,15.5092,0.0000,0.1084,3.1966e-01,4.3000e+04,6.9331e+05,-1,0
1.13,0.110,8.6519,17.2901,0.0000,0.0973,4.4434e-01,9.3000e+04,1.2225e+06,-1,0
1.77,0.167,8.6519,30.3878,0.0000,0.0825,4.7000e-01,5.1020e+06,3.5853e+07,-1,0
1.27,0.128,8.6519,20.8522,0.0000,0.0975,4.6343e-01,3.5800e+05,3.7491e+06,-1,0
1.87,0.151,8.6519,27.9774,0.0000,0.0938,4.5447e-01,3.4120e+06,2.7887e+07,-1,0
1.27,0.129,8.6519,21.1415,0.0000,0.0929,4.2147e-01,3.7400e+05,3.8712e+06,-1,0
1.45,0.098,8.6519,16.6984,0.0000,0.1147,4.0680e-01,8.9000e+04,1.3913e+06,-1,0
0.99,0.109,8.6519,16.4047,0.0000,0.0930,3.8624e-01,6.0000e+04,7.9960e+05,-1,0
1.98,0.150,8.6519,28.4085,0.0000,0.0926,4.5896e-01,3.9370e+06,3.2501e+07,-1,0
1.13,0.108,8.6519,16.9215,0.0000,0.0987,3.6657e-01,8.3000e+04,1.1215e+06,-1,0
1.04,0.125,8.6519,19.1587,0.0000,0.1042,4.0102e-01,1.7700e+05,1.9208e+06,-1,0
1.47,0.109,8.6519,18.6441,0.0000,0.1013,4.3483e-01,1.8000e+05,2.3988e+06,-1,0
1.58,0.163,8.6519,28.5796,0.0000,0.0951,4.6365e-01,3.4440e+06,2.5098e+07,-1,0
1.80,0.178,8.6519,32.5973,0.0000,0.0809,4.7004e-01,6.1620e+06,3.9351e+07,-1,0
1.90,0.151,8.6519,28.1368,0.0000,0.0959,4.4835e-01,3.6270e+06,2.9645e+07,-1,0
1.17,0.081,8.6519,13.2489,0.0000,0.3146,3.9044e-01,1.7000e+04,3.5366e+05,-1,0
0.90,0.158,8.6519,23.0194,0.0000,0.0954,4.4256e-01,5.5100e+05,4.2076e+06,-1,0
0.90,0.155,8.6519,22.5351,0.0000,0.0940,4.5135e-01,4.9300e+05,3.8745e+06,-1,0
1.81,0.169,8.6519,31.0063,0.0000,0.0791,4.6481e-01,5.4610e+06,3.7697e+07,-1,0
1.38,0.109,8.6519,18.2860,0.0000,0.0927,4.3485e-01,1.4700e+05,1.9590e+06,-1,0
1.37,0.105,8.6519,17.9029,0.0000,0.1070,4.9210e-01,1.3100e+05,1.8465e+06,-1,0
1.22,0.124,8.6519,20.0135,0.0000,0.0978,4.4044e-01,2.6300e+05,2.8886e+06,-1,0
1.73,0.163,8.6519,29.4878,0.0000,0.0885,4.6566e-01,4.5050e+06,3.2830e+07,-1,0
1.37,0.131,8.6519,22.0712,0.0000,0.0923,4.2009e-01,5.1900e+05,5.2496e+06,-1,0
1.70,0.112,8.6519,20.2594,0.0000,0.1037,4.3045e-01,3.5200e+05,4.5038e+06,-1,0
1.34,0.088,8.6519,14.7089,0.0000,0.1034,3.3936e-01,3.5000e+04,6.4300e+05,-1,0
1.03,0.112,8.6519,17.3614,0.0000,0.1089,3.9731e-01,8.5000e+04,1.0876e+06,-1,0
1.25,0.111,8.6519,18.1727,0.0000,0.1047,3.9376e-01,1.4000e+05,1.8155e+06,-1,0
1.78,0.090,8.6519,16.5985,0.0000,0.0969,4.1931e-01,9.5000e+04,1.6874e+06,-1,0
1.66,0.127,8.6519,22.6903,0.0000,0.1003,4.5523e-01,7.5500e+05,8.0003e+06,-1,0
1.16,0.166,8.6519,26.4054,0.0000,0.0976,4.7339e-01,1.6150e+06,1.1452e+07,-1,0
1.31,0.170,8.6519,28.0071,0.0000,0.0954,4.6714e-01,2.6500e+06,1.8132e+07,-1,0
1.68,0.089,8.6519,15.9286,0.0000,0.1325,4.2889e-01,8.4000e+04,1.5173e+06,-1,0
1.39,0.116,8.6519,19.5098,0.0000,0.1034,4.5227e-01,2.4100e+05,2.9255e+06,-1,0
0.88,0.169,8.6519,24.3879,0.0000,0.1043,4.6404e-01,8.4200e+05,5.8123e+06,-1,0
1.10,0.167,8.6519,25.9253,0.0000,0.1025,4.5532e-01,1.4260e+06,1.0021e+07,-1,0
1.77,0.097,8.6519,17.7075,0.0000,0.1028,3.9033e-01,1.4900e+05,2.3653e+06,-1,0
1.77,0.170,8.6519,31.0185,0.0000,0.3509,5.9253e-01,5.0160e+06,3.4320e+07,-1,0
1.99,0.119,8.6519,22.5510,0.0000,0.0987,4.4269e-01,8.3700e+05,9.7784e+06,-1,0
1.83,0.142,8.6519,26.1257,0.0000,0.0990,4.4964e-01,2.0600e+06,1.8463e+07,-1,0
1.45,0.171,8.6519,29.1183,0.0000,0.4189,5.6057e-01,2.8430e+06,1.9282e+07,-1,0
1.05,0.159,8.6519,24.4402,0.0000,0.1065,4.4166e-01,9.1000e+05,6.8835e+06,-1,0
0.94,0.121,8.6519,17.8487,0.0000,0.1039,4.6273e-01,1.0600e+05,1.2078e+06,-1,0
1.72,0.162,8.6519,29.2060,0.0000,0.0897,4.6139e-01,4.2010e+06,3.0899e+07,-1,0
0.83,0.139,8.6519,19.7426,0.0000,0.1012,4.5410e-01,1.9800e+05,1.8323e+06,-1,0
1.39,0.157,8.6519,26.4150,0.0000,0.3541,5.3934e-01,1.3840e+06,1.0670e+07,-1,0
1.13,0.164,8.6519,25.9569,0.0000,0.4562,5.6855e-01,1.0780e+06,7.7843e+06,-1,0
1.56,0.097,8.6519,16.9256,0.0000,0.1036,4.3048e-01,1.0400e+05,1.6510e+06,-1,0
1.50,0.125,8.6519,21.8467,0.0000,0.0981,4.2303e-01,5.0800e+05,5.5127e+06,-1,0
1.16,0.169,8.6519,26.7538,0.0000,0.0955,4.6106e-01,1.7680e+06,1.2204e+07,-1,0
1.33,0.137,8.6519,22.6758,0.0000,0.0992,4.4931e-01,6.4200e+05,6.0718e+06,-1,0
1.58,0.152,8.6519,26.6785,0.0000,0.0997,4.5683e-01,2.1290e+06,1.7230e+07,-1,0
1.16,0.171,8.6519,27.1509,0.0000,0.3725,5.5036e-01,1.4930e+06,1.0126e+07,-1,0
1.94,0.134,8.6519,25.1856,0.0000,0.1015,4.4860e-01,1.7260e+06,1.6875e+07,-1,0
1.14,0.122,8.6519,19.2170,0.0000,0.1041,4.2204e-01,1.9000e+05,2.1383e+06,-1,0
0.96,0.138,8.6519,20.5025,0.0000,0.1021,4.5210e-01,2.7600e+05,2.5820e+06,-1,0
1.07,0.138,8.6519,21.2308,0.0000,0.1004,4.7937e-01,3.6000e+05,3.3678e+06,-1,0
1.33,0.119,8.6519,19.6911,0.0000,0.0950,4.2024e-01,2.4400e+05,2.8506e+06,-1,0
1.27,0.131,8.6519,21.4213,0.0000,0.1041,4.3045e-01,4.0800e+05,4.1268e+06,-1,0
0.86,0.088,8.6519,12.7080,0.0000,0.1087,2.2340e-01,9.2000e+03,1.6902e+05,-1,0
1.48,0.136,8.6519,23.3541,0.0000,0.1006,4.3423e-01,8.0800e+05,7.7262e+06,-1,0
1.62,0.131,8.6519,23.1358,0.0000,0.0904,4.5780e-01,8.0000e+05,8.0918e+06,-1,0
1.76,0.099,8.6519,18.1099,0.0000,0.0980,3.9616e-01,1.7000e+05,2.6173e+06,-1,0
1.24,0.174,8.6519,28.1734,0.0000,0.1006,4.5064e-01,2.6680e+06,1.7629e+07,-1,0
0.90,0.082,8.6519,12.0732,0.0000,0.1062,3.7980e-01,6.4000e+03,1.3071e+05,-1,0
1.64,0.160,8.6519,28.4666,0.0000,0.3789,5.5375e-01,2.5390e+06,1.9026e+07,-1,0
1.89,0.171,8.6519,31.8462,0.0000,0.0816,4.5845e-01,6.0210e+06,4.0836e+07,-1,0
1.32,0.108,8.6519,17.9465,0.0000,0.1008,4.0391e-01,1.2800e+05,1.7296e+06,-1,0
1.70,0.102,8.6519,18.3614,0.0000,0.1098,4.2605e-01,1.9100e+05,2.8119e+06,-1,0
1.86,0.132,8.6519,24.6653,0.0000,0.1003,4.5897e-01,1.3910e+06,1.3910e+07,-1,0
1.42,0.179,8.6519,30.2684,0.0000,0.0815,4.5855e-01,4.2490e+06,2.6907e+07,-1,0
1.07,0.153,8.6519,23.5471,0.0000,0.1057,4.7870e-01,7.3600e+05,5.8980e+06,-1,0
1.90,0.149,8.6519,27.7822,0.0000,0.0960,4.6814e-01,3.2640e+06,2.7217e+07,-1,0
1.42,0.094,8.6519,15.9163,0.0000,0.0948,3.4252e-01,5.8000e+04,9.6516e+05,-1,0
1.28,0.127,8.6519,20.7549,0.0000,0.0984,4.2535e-01,3.2600e+05,3.4544e+06,-1,0
0.96,0.168,8.6519,24.9320,0.0000,0.0939,4.4544e-01,1.0070e+06,7.0134e+06,-1,0
1.08,0.093,8.6519,14.3976,0.0000,0.0922,3.4625e-01,2.5000e+04,4.2275e+05,-1,0
1.85,0.169,8.6519,31.3391,0.0000,0.0801,4.6700e-01,5.6720e+06,3.9153e+07,-1,0
1.01,0.098,8.6519,15.2713,0.0000,0.0892,2.4927e-01,3.5000e+04,5.4713e+05,-1,0
1.55,0.121,8.6519,21.0843,0.0000,0.0983,4.5032e-01,4.2200e+05,4.8084e+06,-1,0
1.05,0.154,8.6519,23.5434,0.0000,0.1019,4.6266e-01,7.0200e+05,5.5708e+06,-1,0
1.12,0.087,8.6519,13.7424,0.0000,0.0970,3.2545e-01,1.9000e+04,3.5509e+05,-1,0
1.84,0.139,8.6519,25.6186,0.0000,0.0978,4.6302e-01,1.8830e+06,1.7426e+07,-1,0
1.88,0.100,8.6519,18.6503,0.0000,0.1027,4.1927e-01,2.2800e+05,3.4578e+06,-1,0
1.95,0.139,8.6519,26.1830,0.0000,0.0934,4.3823e-01,2.2320e+06,2.0656e+07,-1,0
1.79,0.163,8.6519,29.8064,0.0000,0.0848,4.6091e-01,4.8780e+06,3.5549e+07,-1,0
1.95,0.156,8.6519,29.4081,0.0000,0.0918,4.5943e-01,4.9530e+06,3.8552e+07,-1,0
1.05,0.128,8.6519,19.8142,0.0000,0.1031,4.3502e-01,2.1400e+05,2.2411e+06,-1,0
1.03,0.140,8.6519,21.3080,0.0000,0.0960,4.1991e-01,3.5700e+05,3.2684e+06,-1,0
0.96,0.099,8.6519,14.7953,0.0000,0.0908,3.3752e-01,2.9000e+04,4.4649e+05,-1,0
1.52,0.161,8.6519,27.8609,0.0000,0.0980,4.4299e-01,2.8070e+06,2.0839e+07,-1,0
1.25,0.127,8.6519,20.6801,0.0000,0.0975,4.4194e-01,3.2100e+05,3.4014e+06,-1,0
1.11,0.132,8.6519,20.5656,0.0000,0.1010,4.7111e-01,2.9300e+05,2.9300e+06,-1,0
1.57,0.118,8.6519,20.6740,0.0000,0.1045,4.2393e-01,3.9100e+05,4.6261e+06,-1,0
1.11,0.135,8.6519,21.0347,0.0000,0.0960,4.3553e-01,3.4300e+05,3.3163e+06,-1,0
0.91,0.110,8.6519,16.0318,0.0000,0.0827,3.7292e-01,4.7000e+04,6.1784e+05,-1,0
1.91,0.155,8.6519,28.9846,0.0000,0.0955,4.4161e-01,4.4020e+06,3.4595e+07,-1,0
1.54,0.143,8.6519,24.9451,0.0000,0.0979,4.3841e-01,1.3260e+06,1.1760e+07,-1,0
1.76,0.152,8.6519,27.6298,0.0000,0.0937,4.5304e-01,2.9570e+06,2.3930e+07,-1,0
0.97,0.155,8.6519,23.1563,0.0000,0.1000,4.6917e-01,6.0100e+05,4.7232e+06,-1,0
1.52,0.122,8.6519,21.2052,0.0000,0.1084,4.0818e-01,4.2000e+05,4.7269e+06,-1,0
1.07,0.121,8.6519,18.6281,0.0000,0.0915,3.9738e-01,1.4800e+05,1.6863e+06,-1,0
1.23,0.115,8.6519,18.7476,0.0000,0.0908,4.6828e-01,1.6800e+05,2.0660e+06,-1,0
0.83,0.136,8.6519,19.3134,0.0000,0.1116,4.1449e-01,1.5800e+05,1.5108e+06,-1,0
1.78,0.140,8.6519,25.5324,0.0000,0.0905,4.5854e-01,1.7310e+06,1.5848e+07,-1,0
1.17,0.105,8.6519,16.6417,0.0000,0.0978,3.9239e-01,7.2000e+04,1.0149e+06,-1,0
1.50,0.161,8.6519,27.7423,0.0000,0.0950,4.6506e-01,2.6560e+06,1.9718e+07,-1,0
1.07,0.136,8.6519,20.9229,0.0000,0.1038,4.1726e-01,3.1800e+05,3.0408e+06,-1,0
1.63,0.160,8.6519,28.5420,0.0000,0.3599,5.6175e-01,2.5370e+06,1.9011e+07,-1,0
1.90,0.159,8.6519,29.6160,0.0000,0.0861,4.5494e-01,4.9990e+06,3.7814e+07,-1,0
0.82,0.091,8.6519,13.0174,0.0000,0.1016,2.5534e-01,1.1000e+04,1.9217e+05,-1,0
1.80,0.125,8.6519,23.0005,0.0000,0.3474,5.2457e-01,6.1000e+05,6.6196e+06,-1,0
1.00,0.130,8.6519,19.6954,0.0000,0.0983,4.2982e-01,1.9900e+05,2.0361e+06,-1,0
1.17,0.140,8.6519,22.1912,0.0000,0.0944,4.5894e-01,5.1300e+05,4.6967e+06,-1,0
